,Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
4445,202132164,10/10/2021,07:07,22050,Compliance,0.76,0.54,0,<1,<1
4446,202132165,10/10/2021,09:01,23350,Compliance,0.41,0.53,0,<1,<1
4447,202132166,10/10/2021,11:02,24150,Compliance,0.62,0.64,0,<1,<1
4448,202132167,10/10/2021,10:08,25250,Compliance,0.11,0.5,0,<1,<1
4449,202132168,10/10/2021,07:31,27000,Operational,0.72,0.6,0,<1,<1
4450,202132169,10/10/2021,11:36,41350,Compliance,0.43,0.68,0,<1,<1
4451,202132213,10/11/2021,11:29,24650,Compliance,0.08,0.48,0,<1,<1
4452,202132214,10/11/2021,10:49,25950,Compliance,0.6,0.52,0,<1,<1
4453,202132215,10/11/2021,09:25,50200,Operational,0.67,0.5,0,<1,<1
4454,202132216,10/11/2021,09:02,50300,Operational,0.83,0.57,0,<1,<1
4455,202132217,10/11/2021,08:09,51050,Compliance,0.47,0.46,0,<1,<1
4456,202132218,10/11/2021,07:38,58350,Compliance,0.66,0.52,0,<1,<1
4457,202132219,10/11/2021,08:39,59350,Compliance,0.79,0.53,0,<1,<1
4458,202132232,10/11/2021,10:35,40200,Operational,0.97,0.69,0,<1,<1
4459,202132233,10/11/2021,11:49,40850,Compliance,0.66,0.54,0,<1,<1
4460,202132234,10/11/2021,11:22,40950,Compliance,0.65,0.6,0,<1,<1
4461,202132235,10/11/2021,12:14,42350,Compliance,0.72,0.59,0,<1,<1
4462,202132236,10/11/2021,08:44,42950,Compliance,0.15,0.45,0,<1,<1
4463,202132237,10/11/2021,09:43,43950,Compliance,0.03,0.48,0,<1,<1
4464,202132238,10/11/2021,07:06,77050,Compliance,0.11,0.47,0,<1,<1
4465,202132239,10/11/2021,08:03,77650,Compliance,0.51,0.47,0,<1,<1
4466,202132240,10/11/2021,07:52,10550,Compliance,0.27,<0.10,0,<1,<1
4467,202132241,10/11/2021,09:58,17050,Compliance,0.22,0.4,0,<1,<1
4468,202132242,10/11/2021,11:59,18450,Compliance,0.93,0.63,0,<1,<1
4469,202132243,10/11/2021,11:09,1S03,Operational,0.74,0.61,0.7,<1,<1
4470,202132244,10/11/2021,08:34,1S03A,Operational,0.95,0.58,0.7,<1,<1
4471,202132245,10/11/2021,09:11,1S03B,Operational,0.62,0.56,0.7,<1,<1
4472,202132246,10/11/2021,10:35,1SCH3,Operational,0.74,0.1,0.75,<1,<1
4473,202132247,10/11/2021,10:47,1SCL1,Operational,0.91,0.12,0.75,<1,<1
4474,202132248,10/11/2021,09:58,10250,Compliance,0.59,0.49,0,<1,<1
4475,202132249,10/11/2021,10:25,13550,Compliance,0.42,0.45,0,<1,<1
4476,202132250,10/11/2021,10:12,1S07,Operational,0.52,0.58,0,<1,<1
4477,202132251,10/11/2021,08:29,34050,Compliance,0.35,0.47,0,<1,<1
4478,202132252,10/11/2021,08:10,34150,Compliance,0.35,0.5,0,<1,<1
4479,202132253,10/11/2021,07:54,35050,Compliance,0.35,0.1,0,<1,<1
4480,202132254,10/11/2021,07:29,38650,Compliance,0.23,0.42,0,<1,<1
4481,202132255,10/11/2021,09:41,3SC26,Operational,0.53,0.13,0,<1,<1
4482,202132257,10/11/2021,08:41,20900,Operational,0.52,0.49,0,<1,<1
4483,202132258,10/11/2021,07:26,21050,Compliance,0.6,0.48,0,<1,<1
4484,202132259,10/11/2021,07:01,21350,Compliance,0.43,0.47,0,<1,<1
4485,202132260,10/11/2021,08:07,21950,Compliance,0.55,0.55,0,<1,<1
4486,202132261,10/11/2021,07:42,24950,Compliance,0.21,0.46,0,<1,<1
4487,202132262,10/11/2021,09:54,26950,Compliance,0.24,0.5,0,<1,<1
4488,202132263,10/11/2021,09:30,27000,Operational,0.74,0.63,0,<1,<1
4489,202132264,10/11/2021,09:07,30350,Compliance,0.29,0.45,0,<1,<1
4490,202132308,10/12/2021,09:58,20900,Operational,0.42,0.52,0,<1,<1
4491,202132309,10/12/2021,10:22,27000,Operational,0.8,0.69,0,<1,<1
4492,202132310,10/12/2021,09:06,29300,Operational,0.51,0.51,0,<1,<1
4493,202132311,10/12/2021,11:01,36950,Compliance,0.14,0.44,0,<1,<1
4494,202132312,10/12/2021,12:09,40250,Compliance,0.98,0.55,0,<1,<1
4495,202132313,10/12/2021,11:24,40350,Compliance,0.13,0.47,0,<1,<1
4496,202132329,10/12/2021,08:38,30550,Compliance,0.16,0.44,0,<1,<1
4497,202132330,10/12/2021,09:36,31450,Compliance,0.25,0.43,0,<1,<1
4498,202132331,10/12/2021,10:15,31550,Compliance,0.16,0.51,0,<1,<1
4499,202132332,10/12/2021,10:49,31750,Compliance,0.34,0.54,0,<1,<1
4500,202132333,10/12/2021,12:09,33050,Compliance,0.39,0.48,0,<1,<1
4501,202132334,10/12/2021,11:32,34300,Operational,0.29,0.55,0,<1,<1
4502,202132335,10/12/2021,12:38,39950,Compliance,0.25,0.53,0,<1,<1
4503,202132340,10/12/2021,12:10,42100,Operational,0.75,0.56,0,<1,<1
4504,202132341,10/12/2021,08:44,46100,Operational,0.49,0.66,0,<1,<1
4505,202132342,10/12/2021,09:40,46250,Compliance,0.16,0.53,0,<1,<1
4506,202132343,10/12/2021,07:19,47150,Compliance,0.21,0.5,0,<1,<1
4507,202132344,10/12/2021,10:36,47650,Compliance,0.87,0.43,0,<1,<1
4508,202132345,10/12/2021,07:57,77750,Compliance,0.05,0.47,0,<1,<1
4509,202132346,10/12/2021,11:26,79550,Compliance,0.61,0.53,0,<1,<1
4510,202132347,10/12/2021,10:57,20150,Compliance,0.58,0.64,0,<1,<1
4511,202132348,10/12/2021,09:47,50200,Operational,0.65,0.47,0,<1,<1
4512,202132349,10/12/2021,10:04,50300,Operational,0.97,0.52,0,<1,<1
4513,202132350,10/12/2021,10:24,53550,Compliance,0.59,0.5,0,<1,<1
4514,202132351,10/12/2021,08:47,58250,Compliance,0.53,0.59,0,<1,<1
4515,202132352,10/12/2021,08:26,58600,Operational,0.62,0.59,0,<1,<1
4516,202132353,10/12/2021,09:24,59050,Compliance,0.7,0.55,0,<1,<1
4517,202132358,10/12/2021,10:56,1S03B,Operational,0.55,0.65,0.7,<1,<1
4518,202132361,10/12/2021,08:18,11750,Compliance,0.07,0.1,0,<1,<1
4519,202132362,10/12/2021,09:44,17950,Compliance,0.33,0.12,0,<1,<1
4520,202132363,10/12/2021,10:29,1S03,Operational,0.72,0.5,0.7,<1,<1
4521,202132364,10/12/2021,09:10,1S03A,Operational,0.93,0.63,0.7,<1,<1
4522,202132365,10/12/2021,10:55,1SCH3,Operational,0.68,<0.10,0.73,<1,<1
4523,202132366,10/12/2021,11:05,1SCL1,Operational,0.84,0.12,0.74,<1,<1
4524,202132367,10/12/2021,09:44,12000,Operational,0.54,0.1,0,<1,<1
4525,202132368,10/12/2021,09:57,14100,Operational,0.54,0.51,0,<1,<1
4526,202132369,10/12/2021,10:35,15250,Compliance,0.73,0.62,0,<1,<1
4527,202132370,10/12/2021,10:50,16150,Compliance,0.72,0.55,0,<1,<1
4528,202132371,10/12/2021,08:30,1S07,Operational,0.66,0.53,0,<1,<1
4529,202132372,10/12/2021,09:18,3SC26,Operational,0.64,0.12,0,<1,<1
4530,202132373,10/12/2021,11:08,40200,Operational,0.92,0.62,0,<1,<1
4531,202132383,10/12/2021,08:41,20650,Compliance,0.66,0.52,0,<1,<1
4532,202132384,10/12/2021,11:10,21000,Operational,0.5,0.57,0,<1,<1
4533,202132385,10/12/2021,08:01,22750,Compliance,0.51,0.51,0,<1,<1
4534,202132386,10/12/2021,07:28,23200,Operational,0.58,0.55,0,<1,<1
4535,202132387,10/12/2021,09:12,24750,Compliance,0.64,0.58,0,<1,<1
4536,202132388,10/12/2021,10:39,27350,Compliance,0.32,0.47,0,<1,<1
4537,202132389,10/12/2021,11:33,28050,Compliance,0.57,0.51,0,<1,<1
4538,202132390,10/10/2021,10:28,25250,Compliance,0.3,0.75,0,<1,<1
4539,202132426,10/11/2021,09:04,42950,Compliance,0.3,0.49,0,<1,<1
4540,202132438,10/13/2021,08:55,32750,Compliance,0.23,0.47,0,<1,<1
4541,202132439,10/13/2021,10:26,33850,Compliance,0.25,0.5,0,<1,<1
4542,202132440,10/13/2021,09:54,39800,Operational,0.21,0.45,0,<1,<1
4543,202132441,10/13/2021,11:08,40450,Compliance,0.75,0.54,0,<1,<1
4544,202132442,10/13/2021,11:43,40550,Compliance,0.83,0.53,0,<1,<1
4545,202132443,10/13/2021,12:10,41550,Compliance,0.77,0.5,0,<1,<1
4546,202132464,10/13/2021,09:38,20350,Compliance,0.5,0.58,0,<1,<1
4547,202132465,10/13/2021,09:58,20900,Operational,0.52,0.53,0,<1,<1
4548,202132466,10/13/2021,08:41,27000,Operational,0.79,0.61,0,<1,<1
4549,202132467,10/13/2021,10:21,30450,Compliance,0.56,0.52,0,<1,<1
4550,202132468,10/13/2021,11:34,31850,Compliance,0.46,0.59,0,<1,<1
4551,202132469,10/13/2021,11:08,36500,Operational,0.46,0.56,0,<1,<1
4552,202132470,10/13/2021,10:44,36600,Operational,0.55,0.57,0,<1,<1
4553,202132475,10/13/2021,08:00,43050,Compliance,0.53,0.57,0,<1,<1
4554,202132476,10/13/2021,10:30,43900,Operational,0.7,0.57,0,<1,<1
4555,202132477,10/13/2021,08:34,45750,Compliance,0.29,0.51,0,<1,<1
4556,202132478,10/13/2021,11:04,48700,Operational,0.25,0.53,0,<1,<1
4557,202132479,10/13/2021,09:32,76850,Compliance,0.62,0.57,0,<1,<1
4558,202132480,10/13/2021,09:09,77350,Compliance,0.28,0.51,0,<1,<1
4559,202132481,10/13/2021,09:58,78450,Compliance,0.03,0.45,0,<1,<1
4560,202132482,10/13/2021,09:51,50200,Operational,0.89,0.58,0,<1,<1
4561,202132483,10/13/2021,10:11,50250,Compliance,0.81,0.51,0,<1,<1
4562,202132484,10/13/2021,10:29,50300,Operational,0.92,0.55,0,<1,<1
4563,202132485,10/13/2021,07:13,51550,Compliance,0.22,0.48,0,<1,<1
4564,202132486,10/13/2021,08:54,52550,Compliance,0.59,0.85,0,<1,<1
4565,202132487,10/13/2021,09:29,56400,Operational,0.44,0.48,0,<1,<1
4566,202132489,10/13/2021,08:26,11450,Compliance,0.95,0.51,0,<1,<1
4567,202132490,10/13/2021,09:52,12550,Compliance,1.0,0.55,0,<1,<1
4568,202132491,10/13/2021,11:44,1S03,Operational,0.7,0.54,0.67,<1,<1
4569,202132492,10/13/2021,09:06,1S03A,Operational,0.93,0.59,0.67,<1,<1
4570,202132493,10/13/2021,10:40,1S03B,Operational,0.86,0.57,0.67,<1,<1
4571,202132494,10/13/2021,11:09,1SCH3,Operational,0.71,<0.10,0.72,<1,<1
4572,202132495,10/13/2021,11:18,1SCL1,Operational,0.88,0.13,0.71,<1,<1
4573,202132496,10/13/2021,10:01,11150,Compliance,0.61,0.52,0,<1,<1
4574,202132497,10/13/2021,11:04,14950,Compliance,0.28,0.32,0,<1,<1
4575,202132498,10/13/2021,10:31,18800,Operational,0.88,0.57,0,<1,<1
4576,202132499,10/13/2021,08:35,1S07,Operational,0.66,0.54,0,<1,<1
4577,202132500,10/13/2021,09:35,33150,Compliance,0.25,0.1,0,<1,<1
4578,202132501,10/13/2021,09:02,3SC26,Operational,0.57,0.13,0,<1,<1
4579,202132502,10/13/2021,11:36,40200,Operational,1.0,0.56,0,<1,<1
4580,202132504,10/13/2021,07:34,22350,Compliance,0.48,0.54,0,<1,<1
4581,202132505,10/13/2021,11:21,25050,Compliance,0.6,0.54,0,<1,<1
4582,202132506,10/13/2021,10:44,25450,Compliance,0.53,0.59,0,<1,<1
4583,202132507,10/13/2021,10:04,25900,Operational,0.64,0.56,0,<1,<1
4584,202132508,10/13/2021,11:48,26300,Operational,0.59,0.58,0,<1,<1
4585,202132509,10/13/2021,08:55,28450,Compliance,0.54,0.56,0,<1,<1
4586,202132510,10/13/2021,08:23,28550,Compliance,0.45,0.56,0,<1,<1
4587,202132563,10/14/2021,10:05,20900,Operational,0.56,0.68,0,<1,<1
4588,202132564,10/14/2021,10:35,27000,Operational,0.81,0.67,0,<1,<1
4589,202132565,10/14/2021,09:08,32850,Compliance,0.35,0.55,0,<1,<1
4590,202132566,10/14/2021,09:30,33600,Operational,0.2,0.14,0,<1,<1
4591,202132567,10/14/2021,08:43,35650,Compliance,0.25,0.63,0,<1,<1
4592,202132568,10/14/2021,11:28,41250,Compliance,0.46,0.55,0,<1,<1
4593,202132581,10/14/2021,09:57,30850,Compliance,0.38,0.1,0,<1,<1
4594,202132582,10/14/2021,10:38,33250,Compliance,0.4,0.6,0,<1,<1
4595,202132583,10/14/2021,11:07,34200,Operational,0.54,0.53,0,<1,<1
4596,202132584,10/14/2021,11:46,35800,Operational,0.61,0.5,0,<1,<1
4597,202132585,10/14/2021,09:12,40200,Operational,0.95,0.51,0,<1,<1
4598,202132586,10/14/2021,08:37,41750,Compliance,0.35,0.49,0,<1,<1
4599,202132591,10/14/2021,08:07,42850,Compliance,0.71,0.7,0,<1,<1
4600,202132592,10/14/2021,11:21,44550,Compliance,0.28,0.61,0,<1,<1
4601,202132593,10/14/2021,08:40,44700,Operational,0.76,0.64,0,<1,<1
4602,202132594,10/14/2021,10:52,45000,Operational,0.69,0.59,0,<1,<1
4603,202132595,10/14/2021,10:14,47750,Compliance,0.02,0.57,0,<1,<1
4604,202132596,10/14/2021,09:05,76950,Compliance,0.46,0.56,0,<1,<1
4605,202132597,10/14/2021,09:39,77150,Compliance,0.07,0.47,0,<1,<1
4606,202132598,10/14/2021,10:43,26850,Compliance,0.67,0.54,0,<1,<1
4607,202132599,10/14/2021,09:13,50200,Operational,0.9,0.52,0,<1,<1
4608,202132600,10/14/2021,09:45,50300,Operational,0.88,0.57,0,<1,<1
4609,202132601,10/14/2021,07:20,51250,Compliance,0.5,0.61,0,<1,<1
4610,202132602,10/14/2021,08:22,51950,Compliance,0.77,0.66,0,<1,<1
4611,202132603,10/14/2021,08:03,53500,Operational,0.89,0.6,0,<1,<1
4612,202132604,10/14/2021,08:52,59300,Operational,0.94,0.73,0,<1,<1
4613,202132605,10/14/2021,08:45,12250,Compliance,0.81,0.57,0,<1,<1
4614,202132606,10/14/2021,08:09,16950,Compliance,0.85,0.78,0,<1,<1
4615,202132607,10/14/2021,09:54,18900,Operational,0.96,0.63,0,<1,<1
4616,202132608,10/14/2021,09:01,1S03A,Operational,0.93,0.62,0.69,<1,<1
4617,202132609,10/14/2021,09:31,1S03B,Operational,0.7,0.62,0.7,<1,<1
4618,202132610,10/14/2021,10:10,1SCH3,Operational,0.72,0.13,0.73,<1,<1
4619,202132611,10/14/2021,10:16,1SCL1,Operational,0.7,0.11,0.72,<1,<1
4620,202132612,10/14/2021,10:13,11050,Compliance,0.79,0.63,0,<1,<1
4621,202132613,10/14/2021,11:34,14450,Compliance,0.72,0.56,0,<1,<1
4622,202132614,10/14/2021,11:58,14850,Compliance,0.72,0.61,0,5.3,<1
4623,202132615,10/14/2021,09:25,1S03,Operational,0.78,0.63,0.69,<1,<1
4624,202132616,10/14/2021,11:15,1S07,Operational,0.71,0.64,0,4.2,<1
4625,202132617,10/14/2021,09:57,34950,Compliance,0.78,0.58,0,<1,<1
4626,202132618,10/14/2021,10:44,3SC26,Operational,0.82,0.1,0,<1,<1
4627,202132620,10/14/2021,09:28,21250,Compliance,0.38,0.49,0,<1,<1
4628,202132621,10/14/2021,08:38,21650,Compliance,0.42,0.57,0,<1,<1
4629,202132622,10/14/2021,07:18,23150,Compliance,0.73,0.64,0,<1,<1
4630,202132623,10/14/2021,10:28,23250,Compliance,0.61,0.56,0,<1,<1
4631,202132624,10/14/2021,11:27,23750,Compliance,0.53,0.55,0,<1,<1
4632,202132625,10/14/2021,11:51,24050,Compliance,0.38,0.57,0,<1,<1
4633,202132685,10/15/2021,10:37,40200,Operational,0.81,0.62,0,<1,<1
4634,202132686,10/15/2021,11:35,41600,Operational,0.74,0.6,0,<1,<1
4635,202132687,10/15/2021,08:41,41950,Compliance,0.39,0.65,0,<1,<1
4636,202132688,10/15/2021,09:54,43550,Compliance,0.26,0.49,0,<1,<1
4637,202132689,10/15/2021,11:01,44150,Compliance,0.22,0.6,0,<1,<1
4638,202132690,10/15/2021,08:51,46450,Compliance,0.68,0.51,0,<1,<1
4639,202132691,10/15/2021,08:12,49200,Operational,0.82,0.55,0,<1,<1
4640,202132700,10/15/2021,07:58,20900,Operational,0.47,0.56,0,<1,<1
4641,202132701,10/15/2021,11:38,30750,Compliance,0.3,<0.10,0,<1,<1
4642,202132702,10/15/2021,08:31,31350,Compliance,0.23,0.41,0,<1,<1
4643,202132703,10/15/2021,11:09,32050,Compliance,0.3,0.44,0,<1,<1
4644,202132704,10/15/2021,09:06,34350,Compliance,0.57,0.51,0,<1,<1
4645,202132705,10/15/2021,10:35,35450,Compliance,0.36,<0.10,0,<1,<1
4646,202132711,10/15/2021,12:09,24850,Compliance,0.07,0.47,0,<1,<1
4647,202132712,10/15/2021,10:48,25350,Compliance,0.2,0.5,0,<1,<1
4648,202132713,10/15/2021,12:38,45850,Compliance,0.6,0.52,0,<1,<1
4649,202132714,10/15/2021,08:52,77550,Compliance,0.1,0.48,0,<1,<1
4650,202132715,10/15/2021,09:21,77850,Compliance,0.28,0.52,0,<1,<1
4651,202132716,10/15/2021,09:48,78650,Compliance,0.23,0.46,0,<1,<1
4652,202132718,10/15/2021,10:06,50050,Compliance,0.11,0.42,0,<1,<1
4653,202132719,10/15/2021,09:34,50200,Operational,0.85,0.57,0,<1,<1
4654,202132720,10/15/2021,09:08,50300,Operational,0.9,0.52,0,<1,<1
4655,202132721,10/15/2021,07:18,52350,Compliance,0.12,0.43,0,<1,<1
4656,202132722,10/15/2021,08:40,56300,Operational,0.89,0.63,0,<1,<1
4657,202132723,10/15/2021,08:12,58850,Compliance,0.83,0.63,0,<1,<1
4658,202132724,10/15/2021,12:21,16450,Compliance,0.63,0.53,0,<1,<1
4659,202132725,10/15/2021,11:44,18750,Compliance,0.57,0.54,0,<1,<1
4660,202132726,10/15/2021,10:31,1S03,Operational,0.76,0.52,0.69,<1,<1
4661,202132727,10/15/2021,09:54,1S03A,Operational,1.02,0.58,0.69,<1,<1
4662,202132728,10/15/2021,09:11,1S03B,Operational,0.67,0.54,0.69,<1,<1
4663,202132729,10/15/2021,10:56,1SCH3,Operational,0.74,<0.10,0.71,<1,<1
4664,202132730,10/15/2021,11:06,1SCL1,Operational,0.9,0.11,0.71,<1,<1
4665,202132731,10/15/2021,12:08,11900,Operational,0.56,0.55,0,<1,<1
4666,202132732,10/15/2021,11:33,13150,Compliance,0.54,<0.10,0,<1,<1
4667,202132733,10/15/2021,10:47,15300,Operational,0.34,0.1,0,<1,<1
4668,202132734,10/15/2021,12:56,16650,Compliance,1.04,0.57,0,<1,<1
4669,202132735,10/15/2021,09:45,1S07,Operational,0.58,0.65,0,<1,<1
4670,202132736,10/15/2021,08:28,32200,Operational,0.45,0.5,0,<1,<1
4671,202132737,10/15/2021,09:09,3SC26,Operational,0.49,<0.10,0,<1,<1
4672,202132739,10/15/2021,08:25,22550,Compliance,0.72,0.55,0,<1,<1
4673,202132740,10/15/2021,10:02,25100,Operational,0.64,0.52,0,<1,<1
4674,202132741,10/15/2021,09:28,25550,Compliance,0.53,0.5,0,<1,<1
4675,202132742,10/15/2021,11:10,26550,Compliance,0.31,0.5,0,<1,<1
4676,202132743,10/15/2021,12:07,27000,Operational,0.81,0.6,0,<1,<1
4677,202132744,10/15/2021,07:06,28950,Compliance,0.26,0.55,0,<1,<1
4678,202132788,10/15/2021,09:58,39200,Operational,0.3,0.51,0,<1,<1
4679,202132806,10/16/2021,09:21,22650,Compliance,0.47,0.46,0,<1,<1
4680,202132807,10/16/2021,10:02,27450,Compliance,0.51,0.52,0,<1,<1
4681,202132808,10/16/2021,08:45,50200,Operational,0.85,0.54,0,<1,<1
4682,202132809,10/16/2021,08:19,50300,Operational,0.89,0.49,0,<1,<1
4683,202132810,10/16/2021,07:03,50750,Compliance,0.07,0.47,0,<1,<1
4684,202132811,10/16/2021,07:23,50850,Compliance,0.27,0.51,0,<1,<1
4685,202132812,10/16/2021,07:45,52150,Compliance,0.83,0.46,0,<1,<1
4686,202132825,10/16/2021,11:05,41050,Compliance,0.84,0.59,0,<1,<1
4687,202132826,10/16/2021,10:17,41650,Compliance,0.72,0.54,0,<1,<1
4688,202132827,10/16/2021,08:59,42150,Compliance,0.51,0.48,0,<1,<1
4689,202132828,10/16/2021,08:16,43150,Compliance,0.6,0.59,0,<1,<1
4690,202132829,10/16/2021,11:41,46350,Compliance,0.74,0.5,0,<1,<1
4691,202132830,10/16/2021,09:41,76450,Compliance,0.58,0.48,0,<1,<1
4692,202132831,10/16/2021,07:08,78550,Compliance,0.16,0.47,0,<1,<1
4693,202132832,10/16/2021,08:11,11350,Compliance,0.7,0.39,0,<1,<1
4694,202132833,10/16/2021,07:06,14850,Compliance,0.78,0.5,0,<1,<1
4695,202132834,10/16/2021,07:22,14850,Compliance,0.8,0.55,0,<1,<1
4696,202132835,10/16/2021,07:35,14850,Compliance,0.84,0.52,0,<1,<1
4697,202132836,10/16/2021,10:28,15450,Compliance,0.82,0.84,0,<1,<1
4698,202132837,10/16/2021,08:33,17450,Compliance,0.56,0.46,0,<1,<1
4699,202132838,10/16/2021,10:46,1S03,Operational,0.69,0.58,0.7,<1,<1
4700,202132839,10/16/2021,09:16,1S03A,Operational,0.81,0.75,0.7,<1,<1
4701,202132840,10/16/2021,09:50,1S03B,Operational,0.52,0.72,0.7,<1,<1
4702,202132841,10/16/2021,11:02,1SCH3,Operational,0.81,0.11,0.73,<1,<1
4703,202132842,10/16/2021,11:12,1SCL1,Operational,0.97,0.13,0.73,<1,<1
4704,202132843,10/16/2021,09:20,10250,Compliance,0.65,0.59,0,<1,<1
4705,202132844,10/16/2021,08:19,14350,Compliance,0.49,0.45,0,<1,<1
4706,202132845,10/16/2021,09:35,1S07,Operational,0.62,0.53,0,<1,<1
4707,202132846,10/16/2021,13:04,32350,Compliance,0.15,0.23,0,<1,<1
4708,202132847,10/16/2021,12:15,35550,Compliance,0.21,0.43,0,<1,<1
4709,202132848,10/16/2021,12:38,37950,Compliance,0.1,0.37,0,<1,<1
4710,202132849,10/16/2021,11:19,38150,Compliance,0.17,0.43,0,<1,<1
4711,202132850,10/16/2021,10:48,39550,Compliance,0.27,0.5,0,<1,<1
4712,202132851,10/16/2021,10:07,3SC26,Operational,0.7,0.11,0,<1,<1
4713,202132853,10/16/2021,10:10,20900,Operational,0.88,0.58,0,<1,<1
4714,202132854,10/16/2021,09:55,20950,Compliance,0.87,0.55,0,<1,<1
4715,202132855,10/16/2021,08:43,24450,Compliance,0.81,0.57,0,<1,<1
4716,202132856,10/16/2021,09:07,24550,Compliance,0.23,0.58,0,<1,<1
4717,202132857,10/16/2021,07:46,27000,Operational,0.79,0.57,0,<1,<1
4718,202132858,10/16/2021,08:06,27650,Compliance,0.8,0.53,0,<1,<1
4719,202132859,10/16/2021,10:52,40200,Operational,0.89,0.87,0,<1,<1
4720,202132904,10/17/2021,11:13,23850,Compliance,0.69,0.73,0,<1,<1
4721,202132905,10/17/2021,10:47,29050,Compliance,0.64,0.74,0,<1,<1
4722,202132906,10/17/2021,07:04,29450,Compliance,0.36,0.5,0,<1,<1
4723,202132907,10/17/2021,09:19,50200,Operational,0.76,0.68,0,<1,<1
4724,202132908,10/17/2021,08:55,50300,Operational,0.91,0.74,0,<1,<1
4725,202132909,10/17/2021,09:38,51850,Compliance,0.46,0.43,0,<1,<1
4726,202132910,10/17/2021,08:06,55450,Compliance,0.06,0.42,0,<1,<1
4727,202132911,10/17/2021,10:07,58950,Compliance,0.53,0.45,0,<1,<1
4728,202132924,10/17/2021,07:38,25150,Compliance,0.49,0.62,0,<1,<1
4729,202132925,10/17/2021,08:04,27550,Compliance,0.46,0.6,0,<1,<1
4730,202132926,10/17/2021,07:10,41450,Compliance,0.3,0.49,0,<1,<1
4731,202132927,10/17/2021,09:27,42750,Compliance,0.24,0.57,0,<1,<1
4732,202132928,10/17/2021,10:02,46950,Compliance,0.52,0.64,0,<1,<1
4733,202132929,10/17/2021,09:05,78350,Compliance,0.18,0.52,0,<1,<1
4734,202132930,10/17/2021,08:37,79150,Compliance,0.3,0.58,0,<1,<1
4735,202132931,10/17/2021,07:45,10150,Compliance,0.65,0.65,0,<1,<1
4736,202132932,10/17/2021,08:20,11750,Compliance,0.15,0.1,0,<1,<1
4737,202132933,10/17/2021,11:18,12150,Compliance,0.81,0.9,0,<1,<1
4738,202132934,10/17/2021,08:57,16250,Compliance,0.77,0.72,0,<1,<1
4739,202132935,10/17/2021,09:22,1S03,Operational,0.68,0.69,0.71,<1,<1
4740,202132936,10/17/2021,11:37,1S03A,Operational,0.82,0.83,0.72,<1,<1
4741,202132937,10/17/2021,10:46,1S03B,Operational,0.66,0.79,0.72,<1,<1
4742,202132938,10/17/2021,09:40,1SCH3,Operational,0.85,0.1,0.75,<1,<1
4743,202132939,10/17/2021,09:53,1SCL1,Operational,1.0,0.11,0.75,<1,<1
4744,202132940,10/17/2021,10:03,15050,Compliance,0.64,0.7,0,<1,<1
4745,202132941,10/17/2021,09:27,1S07,Operational,0.46,0.6,0,<1,<1
4746,202132942,10/17/2021,06:07,30250,Compliance,0.21,0.42,0,<1,<1
4747,202132943,10/17/2021,06:46,32650,Compliance,0.22,0.36,0,<1,<1
4748,202132944,10/17/2021,07:20,34850,Compliance,0.2,0.38,0,<1,<1
4749,202132945,10/17/2021,08:32,35150,Compliance,0.37,0.47,0,<1,<1
4750,202132946,10/17/2021,07:46,36350,Compliance,0.3,0.11,0,<1,<1
4751,202132947,10/17/2021,09:04,3SC26,Operational,0.69,0.1,0,<1,<1
4752,202132949,10/17/2021,07:32,20900,Operational,0.49,0.48,0,<1,<1
4753,202132950,10/17/2021,08:15,26750,Compliance,0.44,0.57,0,<1,<1
4754,202132951,10/17/2021,08:55,27000,Operational,0.68,0.7,0,<1,<1
4755,202132952,10/17/2021,09:38,27850,Compliance,0.48,0.66,0,<1,<1
4756,202132953,10/17/2021,10:53,40200,Operational,0.79,0.86,0,<1,<1
4757,202132954,10/17/2021,11:23,40650,Compliance,0.71,0.85,0,<1,<1
4758,202132955,10/17/2021,10:21,44250,Compliance,0.42,0.65,0,<1,<1
4759,202132991,10/16/2021,07:28,78550,Compliance,0.21,0.48,0,<1,<1
4760,202132998,10/18/2021,09:41,20850,Compliance,0.52,0.81,0,<1,<1
4761,202132999,10/18/2021,10:40,20900,Operational,0.39,0.67,0,<1,<1
4762,202133000,10/18/2021,10:57,22900,Operational,0.44,0.67,0,<1,<1
4763,202133001,10/18/2021,11:34,25400,Operational,0.33,0.69,0,<1,<1
4764,202133002,10/18/2021,10:04,27000,Operational,0.66,0.81,0,3.1,<1
4765,202133003,10/18/2021,09:08,44350,Compliance,0.45,0.44,0,<1,<1
4766,202133004,10/18/2021,08:29,46850,Compliance,0.58,0.94,0,<1,<1
4767,202133014,10/18/2021,09:14,31750,Compliance,0.18,0.64,0,<1,<1
4768,202133015,10/18/2021,08:11,31850,Compliance,0.09,0.55,0,<1,<1
4769,202133016,10/18/2021,12:02,33450,Compliance,0.48,0.23,0,<1,<1
4770,202133017,10/18/2021,11:32,33950,Compliance,0.37,0.14,0,<1,<1
4771,202133018,10/18/2021,11:09,38250,Compliance,0.22,0.49,0,<1,<1
4772,202133019,10/18/2021,10:17,39650,Compliance,0.08,0.55,0,<1,<1
4773,202133025,10/18/2021,12:25,41900,Operational,0.61,0.72,0,<1,<1
